id,name,manufacturer,image_url,score
83ac8cb1-c487-40da-915f-dbfe8eb7acc8,"ﾃﾞﾝﾀﾙﾀﾞﾑ 5ｲﾝﾁ 薄ﾌﾞﾙｰ/無香料 1箱 20587","ｼｰｱｲ","https://d15ihgh2blymmz.cloudfront.net/uploads/item_image/4582196102417/4582196102417_1.jpg",55
fd20accd-62ee-4f83-aacc-8dbdb9a64b53,"ﾃﾞﾝﾀﾙﾀﾞﾑ 6ｲﾝﾁ 薄ﾌﾞﾙｰ/無香料 1箱　20593","ｼｰｱｲ","https://d15ihgh2blymmz.cloudfront.net/uploads/item_image/4582196102448/4582196102448_1.jpg",55
fe146e9c-37ad-48fe-8824-68c73ecae223,"ﾃﾞﾝﾀﾙﾀﾞﾑ 6ｲﾝﾁ 薄ﾌﾞﾙｰ/無香料 1箱　20593","ｼｰｱｲ","https://d15ihgh2blymmz.cloudfront.net/uploads/item_image/4571259066957/4571259066957_1.jpg",55
a5b956b8-c909-400b-a31b-06cd26fc20da,"ﾃﾞﾝﾀﾙ歯ﾌﾞﾗｼ ふつう 60本　111928","ｼｰｱｲ","https://img.fril.jp/img/738369756/l/2482689378.jpg?1736921180",55
6e316b96-c700-4259-9f1e-71c389616767,"ﾃﾞﾝﾀﾙ歯ﾌﾞﾗｼ ふつう 60本　111928","ｼｰｱｲ","https://img.fril.jp/img/738369756/l/2482689378.jpg?1736921180",55
40f438fb-81e1-4245-9735-185d0cf4c88d,"ﾄｩｰｽﾃﾞｻﾞｲﾝﾃﾞｨｽﾍﾟﾝｻｰ 8穴 ｸﾞﾘｰﾝ　08376","ｼｰｱｲ","https://d15ihgh2blymmz.cloudfront.net/uploads/item_image/4589898176319/4589898176319_1.jpg",55
acf91252-5e91-4c47-bdfa-141e9769b4af,"ﾄｩｰｽﾃﾞｻﾞｲﾝﾃﾞｨｽﾍﾟﾝｻｰ 8穴 ｸﾞﾘｰﾝ　08376","ｼｰｱｲ","https://d15ihgh2blymmz.cloudfront.net/uploads/item_image/4589898176319/4589898176319_1.jpg",55
c1f471cc-bbc8-4f0f-bba3-db9e93d0cede,"ﾄｩｰｽﾃﾞｻﾞｲﾝﾃﾞｨｽﾍﾟﾝｻｰ 8穴 ﾗｲﾄﾌﾞﾙｰ　08378","ｼｰｱｲ","https://d15ihgh2blymmz.cloudfront.net/uploads/item_image/4589898113123/4589898113123_1.jpg",55
8500d7de-e1f6-46ae-aa6d-3af1e7ef3da3,"ﾄｩｰｽﾃﾞｻﾞｲﾝﾃﾞｨｽﾍﾟﾝｻｰ 8穴 ﾗｲﾄﾌﾞﾙｰ　08378","ｼｰｱｲ","https://d15ihgh2blymmz.cloudfront.net/uploads/item_image/4589898113123/4589898113123_1.jpg",55
dcdb45b3-d579-4b16-80f7-7595e68b5e5b,"ﾅﾌﾟｷﾝｸﾘｯﾌﾟ ﾎﾜｲﾄ1ｾｯﾄ（5本）35170","ｼｰｱｲ","https://d2n1yksyrui2ua.cloudfront.net/img/goods/Z/2500100213716.jpg",55
4ef507cf-ed97-4b80-ac38-d358f9201707,"ﾅﾌﾟｷﾝｸﾘｯﾌﾟ ﾎﾜｲﾄ1ｾｯﾄ（5本）35170","ｼｰｱｲ","https://d2n1yksyrui2ua.cloudfront.net/img/goods/Z/2500100213716.jpg",55
